Keys,Definitions,Topic,Name
pêl,wood cut off straight,49,49_cut_slices_into_straight
pêng,three,-1,-1_to_be_of_and
pha,"different, strange ",-1,-1_to_be_of_and
pha ra,different ,-1,-1_to_be_of_and
phai,must,-1,-1_to_be_of_and
phak,"to arrest, put in jail ",0,0_praise_greet_oh_me
hnma phak,jail,0,0_praise_greet_oh_me
pham,blood,0,0_praise_greet_oh_me
phang,to roast on spit ,-1,-1_to_be_of_and
pơyang phang,hot dry season,42,42_cold_hot_cool_season
phanh,of crossbow to go off by itself ,-1,-1_to_be_of_and
phao,"gun, cannon ",-1,-1_to_be_of_and
phat,type of bamboo,15,15_bamboo_tube_xylophone_tall
phăl,"thoughtful, helpful; to invite",-1,-1_to_be_of_and
phăt,stuffed when eating ,40,40_eat_eating_food_hungry
phe,husked rice ,6,6_rice_husked_cooked_grain
phei,otter ,0,0_praise_greet_oh_me
phep,polite permission  ,-1,-1_to_be_of_and
phĕt,"feast, festival",0,0_praise_greet_oh_me
phễ,to describe something breaking ,-1,-1_to_be_of_and
phi phu,noise of blowing on fire ,1,1_noise_sound_tiger_of
phiang,to describe the way someone jumps on to something ,33,33_fall_down_descend_stumble
phiang,of hair to be all over the place ,50,50_hair_unruly_matted_curly
phiỡl,light in weight,26,26_stomach_fat_strong_bloated
phĭ,to be satisfied full when eating,40,40_eat_eating_food_hungry
phong,"""why do you keep on doing it?""",30,30_stop_prevent_keep_doing
phŏ,"sometimes, if, when ",3,3_time_day_night_if
phŏ phŏ,sometimes ,-1,-1_to_be_of_and
phŏn,told you so,-1,-1_to_be_of_and
phỗt-phông,high in the sky,-1,-1_to_be_of_and
phơu,to indicate many children talking and yelling,1,1_noise_sound_tiger_of
phỡk,mold,0,0_praise_greet_oh_me
phỡt ,to describe noise or way something breaks,1,1_noise_sound_tiger_of
"phu, 'bâu phu","pleasant smell, fragrant",-1,-1_to_be_of_and
phu ,results of wind blowing,18,18_thread_weaving_instrument_wind
phuch,to be startled from almost falling,24,24_sick_tired_sleep_sickness
phuŏng,to be able to think well keen,-1,-1_to_be_of_and
"phuơ, phuơ-phua-ma",noise and manner of something being poured out,1,1_noise_sound_tiger_of
phur,"to roast bananas, tubers in fire",4,4_fire_light_boil_kettle
phŭch,to almost hit the target barely miss,2,2_hit_hand_carry_stick
phŭi,of cooked sweet potato to be very dry,-1,-1_to_be_of_and
phŭk,to describe the sound of something with shell breaking,1,1_noise_sound_tiger_of
phŭr,to describe a bird flying off suddenly when disturbed ,11,11_bird_birds_rooster_nest
pial ,"to eat slowly, eat a little",40,40_eat_eating_food_hungry
piang,hair all over the place unruly hair,50,50_hair_unruly_matted_curly
piêt,facial expression indicating unbelief,-1,-1_to_be_of_and
pih,to wash clothes ,7,7_clothes_head_cloth_wrinkled
pik ,to apply paint medicine,48,48_clean_wash_dirty_rub
piưch,to describe the way one eats soft food such as raisins ,40,40_eat_eating_food_hungry
pĭk ,to describe the way someone stumbles and falls,33,33_fall_down_descend_stumble
pla,the flame of a fire,4,4_fire_light_boil_kettle
plah,to separate man from wife or not let a couple marry,-1,-1_to_be_of_and
plaih,a measurement from tip of of one arm to tip of of other arm ,35,35_leg_arm_legs_joint
plang ,to give politely; to invite someone to marry your daughter,-1,-1_to_be_of_and
plă,"but, instead",53,53_then_therefore_also_but
pleh,to free as from a trap,44,44_trap_animals_bait_pam
plei,fruit,9,9_fruit_leaf_plant_leaves
plek,to open up eye to look in,55,55_eyes_eye_cockeyed_crosseyed
plep,of an elephant to roar ,1,1_noise_sound_tiger_of
plĕch,to deceive ,45,45_lie_accuse_fool_deceive
plĕl,to twist the of someone else,-1,-1_to_be_of_and
plĕn,of domestic animals to not be able to produce offspring,-1,-1_to_be_of_and
plĕnh,"sky, heavens",-1,-1_to_be_of_and
plên,"of pigs to be large, full grown",31,31_horse_pig_cow_goat
"plên, pă plên","should, at least",-1,-1_to_be_of_and
plêr-plar,"to shine brightly, light, fire, sun",4,4_fire_light_boil_kettle
plễ,sound and manner of something like mud hitting a surface,1,1_noise_sound_tiger_of
plih,"to change, move",41,41_over_change_turn_turning
"plim, măt plim",night-blindness,3,3_time_day_night_if
"pling, măt pling","crosseyed, cockeyed",55,55_eyes_eye_cockeyed_crosseyed
"pliơng, măt pliơng","crosseyed, cockeyed",55,55_eyes_eye_cockeyed_crosseyed
plĭnh plĭnh,to be very slippery; to do something strange,-1,-1_to_be_of_and
ploi,to pass get ahead of,-1,-1_to_be_of_and
plok,"to jump over in copying, weaving",-1,-1_to_be_of_and
plŏ,"to skin animal, peel fruit",-1,-1_to_be_of_and
plŏk,description of a person descending ladder quickly,33,33_fall_down_descend_stumble
plŏng,to jump,-1,-1_to_be_of_and
plôl,to be farther than,28,28_look_at_peek_test
plơih,to open ,20,20_teeth_mouth_throat_lick
plơm,smaller sized leech that lives on land,23,23_size_large_fit_wide
plơm plok,type of leech that crawls along inside skin,17,17_dark_skin_white_black
plỡ,to turn over upside down to deceive betray,45,45_lie_accuse_fool_deceive
plỡng,"different, new",-1,-1_to_be_of_and
plỡp,plop,0,0_praise_greet_oh_me
pluơh,to break off easily come out easily,-1,-1_to_be_of_and
plui,gourd,12,12_quickly_walking_go_walk
pluơh,to finally arrive to come out of,-1,-1_to_be_of_and
pluơk,to describe person coming out of house walking slowly,12,12_quickly_walking_go_walk
plŭk,"the sound of jumping, to appear suddenly",1,1_noise_sound_tiger_of
plŭn,tadpole,-1,-1_to_be_of_and
plŭng,"canoe, small boat",0,0_praise_greet_oh_me
plŭt,to indicate the quick action of someone going out of somewhere or going in,12,12_quickly_walking_go_walk
plữ,skin hanging loose from wound,17,17_dark_skin_white_black
poch,one type of climbing (not main verb for climb) ,-1,-1_to_be_of_and
poh ,to peel off ,-1,-1_to_be_of_and
poh ,trap with sharp stakes,44,44_trap_animals_bait_pam
poh yă,waves (in sea),8,8_water_river_sea_stream
"pok, tep pok",to sleep late ,-1,-1_to_be_of_and
pong ,to not be angry at,22,22_angry_sad_insult_threaten
por,cooked rice,6,6_rice_husked_cooked_grain
pôh,of deer to bark,36,36_dog_hunting_prey_wild
pôi,stack of weeds,32,32_grass_weeds_garden_woods
"pôih, plei pôih",calf of leg,35,35_leg_arm_legs_joint
pôk,to hold on lap to carry or hold in front of body,2,2_hit_hand_carry_stick
pôk,to put a person in a higher position politically,13,13_person_people_1st_2nd
pôm,classifier which goes with one only (not for plural) ,-1,-1_to_be_of_and
pôm,"only, all of one kind only one",5,5_more_nothing_completely_all
pông,"to rise up as dough, rice, ball being inflated ",6,6_rice_husked_cooked_grain
pỗ,close friend with special contract or pact also used in addressing father-in-law and mother-in-law of one son or daughter ,14,14_children_law_mother_father
pỗt,a blue bird with call like its name ,11,11_bird_birds_rooster_nest
pơang,"to praise, make known",0,0_praise_greet_oh_me
pơang akâu kơdih,to boast ,-1,-1_to_be_of_and
pơbĭt,"to be persistent in asking for, to refuse to admit guilt",39,39_afraid_fearful_scary_frightened
pơblŏng-pơblônh-mônh,fire far away and small ,4,4_fire_light_boil_kettle
"pơblông, bơblông",large fire,4,4_fire_light_boil_kettle
pơblông-pơblang,large fire (intensive form) ,4,4_fire_light_boil_kettle
"pơblŭk, bơblŭk",bubbling noise of one drowning ,1,1_noise_sound_tiger_of
bơblŭk-bơblăk,intensive of bơblŭk,29,29_intensive_form_lơ_truly
pơbrŏng,pickled eggplant ,-1,-1_to_be_of_and
pơbrŏng,"nothing there, completely gone ",5,5_more_nothing_completely_all
"pơbruch, bơbruch",to come out one after another,-1,-1_to_be_of_and
pơbrŭng,"very many insects, birds",27,27_bee_ant_insect_fly
pơbrŭng-pơbrăng,intensive form pobrŭng,29,29_intensive_form_lơ_truly
"pơ'beh, pơma pơ'beh",to whisper,51,51_quiet_laugh_quietly_whisper
pơ'bŏu,to look for by smelling as dog after prey,36,36_dog_hunting_prey_wild
pơ'brơh,to be impolite mean obnoxious,22,22_angry_sad_insult_threaten
pơchah,of glass and similar material to break,-1,-1_to_be_of_and
pơchă,to make one person angry at another by saying the other person said bad things about him,22,22_angry_sad_insult_threaten
pơcher,to crowd in persistently,-1,-1_to_be_of_and
pơchĕ,"to lie, fool",45,45_lie_accuse_fool_deceive
pơchê,to belittle insult,22,22_angry_sad_insult_threaten
pơchoh,to take lid off,-1,-1_to_be_of_and
pơchoh,to plow,-1,-1_to_be_of_and
"pơchơt, bơngai pơchơt","a person who makes people laugh, have fun",51,51_quiet_laugh_quietly_whisper
pơda,rainbow,-1,-1_to_be_of_and
pơda,to die by an accident,25,25_died_ceremony_grave_sacrifice
pơda 'năr,sundog,36,36_dog_hunting_prey_wild
pơdach,continually,-1,-1_to_be_of_and
pơdanh,not be able to finish,-1,-1_to_be_of_and
pơdăr,to make to go around as wheel,-1,-1_to_be_of_and
pơdi,"to do although it is not helpful, doesn't make too much sense",-1,-1_to_be_of_and
pơdong,to not bury immediately,25,25_died_ceremony_grave_sacrifice
pơdor,continually,-1,-1_to_be_of_and
pơdŏ,to get in order,-1,-1_to_be_of_and
pơdơh,"to rest, stop work",30,30_stop_prevent_keep_doing
pơdỡm,"to catch animals, trap animals",44,44_trap_animals_bait_pam
pơdỡng,"to make inanimate, stand up",-1,-1_to_be_of_and
pơdrĕo,to give back ,-1,-1_to_be_of_and
pơdro ,to trade buy and sell,0,0_praise_greet_oh_me
pơdrŏng,rich,-1,-1_to_be_of_and
pơdrỡng,to ask,-1,-1_to_be_of_and
pơdŭ,"to carry, move things",2,2_hit_hand_carry_stick
pơdŭk,stomach (organ where food first enters body),26,26_stomach_fat_strong_bloated
pơdŭk,to do hard and continually,-1,-1_to_be_of_and
pơdŭng,to pull against each other or against something,-1,-1_to_be_of_and
pơđam,to aim,2,2_hit_hand_carry_stick
pơđang,"to be up, lie with face up",45,45_lie_accuse_fool_deceive
pơđă,to guess,-1,-1_to_be_of_and
pơđăm,five,-1,-1_to_be_of_and
pơđăng,to heat for a long time,42,42_cold_hot_cool_season
pơđăp,"to meet, discuss plan to do something",43,43_together_meet_gather_discuss
pơđe,to describe an egg which does not produce a chick but rots ,11,11_bird_birds_rooster_nest
pơđep,to make to obey ,-1,-1_to_be_of_and
pơđĕch,to do quickly ,12,12_quickly_walking_go_walk
pơđik,to do with all one force ,-1,-1_to_be_of_and
pơđik,to have gas on one's stomach ,26,26_stomach_fat_strong_bloated
pơđĭ,"to finish off all of something; all, completely",5,5_more_nothing_completely_all
pơđĭch,to enslave ,0,0_praise_greet_oh_me
"pơđoh, pơđôh",to explode ,25,25_died_ceremony_grave_sacrifice
pơđŏu,to meet and discuss ,43,43_together_meet_gather_discuss
pơđông,to make to float in water or air ,8,8_water_river_sea_stream
pơđơu-pơđao-mao,noise of many people talking,1,1_noise_sound_tiger_of
pơđỡk,to speak poetically ,10,10_think_speak_understand_tell
pơđỡm,a small fresh water fish ,21,21_fish_catch_net_poison
pơep,to make to obey subjugate ,-1,-1_to_be_of_and
pơgang,"medicine, potions (including magic potions) ",-1,-1_to_be_of_and
pơgar,garden ,32,32_grass_weeds_garden_woods
pơgăl,"to offend, to delay someone, interrupt",-1,-1_to_be_of_and
pơgăn,to prevent from moving,30,30_stop_prevent_keep_doing
pơma pơgăn,to interrupt ,-1,-1_to_be_of_and
pơgê,morning ,3,3_time_day_night_if
pơgiĕk,to hurry up someone,12,12_quickly_walking_go_walk
pơgiỡ,to give things to a dead person,25,25_died_ceremony_grave_sacrifice
pơgiỡng,to make,-1,-1_to_be_of_and
pơgiỡng chư,to spell,-1,-1_to_be_of_and
pơgir,to keep on trying to get someone to do something,16,16_desire_want_do_strive
pơglang,of sticks to cross each other ,2,2_hit_hand_carry_stick
'long pơglang,a cross,0,0_praise_greet_oh_me
pơgling,to not give attention when called,10,10_think_speak_understand_tell
pơglŏng,to stare at,-1,-1_to_be_of_and
pơgŏ,to compel,0,0_praise_greet_oh_me
"pơgŏu, pơgâu",stand to set pots on over fire ,4,4_fire_light_boil_kettle
pơgỡ,to want something and yet not take it when given,16,16_desire_want_do_strive
pơgỡm,to cheat,0,0_praise_greet_oh_me
pơgỡm,a type of large pigeon,11,11_bird_birds_rooster_nest
pơgỡr,to rule govern,-1,-1_to_be_of_and
pơgỡt,to control oneself ,-1,-1_to_be_of_and
pơgră,intensifier,-1,-1_to_be_of_and
pơgre,to argue continually,-1,-1_to_be_of_and
pơgrong,continually,-1,-1_to_be_of_and
pơgrôi,to keep on sleeping even though you know you should be up ,24,24_sick_tired_sleep_sickness
pơh ,shortened form of word for seven ,-1,-1_to_be_of_and
pơhiar,to smooth out something led to open wide,-1,-1_to_be_of_and
Pơhlăng,"French, France",0,0_praise_greet_oh_me
pơhlŭ,"to entice, tempt",0,0_praise_greet_oh_me
pơhmat,very difficult trying hardship,-1,-1_to_be_of_and
pơhmat-tat,emphatic form pơhmat,-1,-1_to_be_of_and
pơhnă,chisel ,0,0_praise_greet_oh_me
pơhngol,soul,0,0_praise_greet_oh_me
pơhnhŏng,to point crossbow gun at someone mistakenly,-1,-1_to_be_of_and
pơhrat,"to offend, used in a polite expression to ask for help ",16,16_desire_want_do_strive
pơhrăm,to study ,-1,-1_to_be_of_and
pơhrăp,to make to eat or do to one's full (sometimes with bad connotation),40,40_eat_eating_food_hungry
pơhre,"to owe, be in debt to",-1,-1_to_be_of_and
pơhrôp,to dress up fancy,7,7_clothes_head_cloth_wrinkled
pơhrơ,"to disturb, bother",-1,-1_to_be_of_and
pohrŭk,to put on someone's clothes for him,7,7_clothes_head_cloth_wrinkled
pơhuach,"to spend all one's money to, empty something until a little left",-1,-1_to_be_of_and
pơhucg,to help someone drink water ,-1,-1_to_be_of_and
pơiĕng,"to tease, to make angry",22,22_angry_sad_insult_threaten
pơja,a fox-like animal ,36,36_dog_hunting_prey_wild
pơjah,to argue,-1,-1_to_be_of_and
pơjah pơjăng,emphatic expression for arguing ,-1,-1_to_be_of_and
pơjao,"to transfer, to commit to ",41,41_over_change_turn_turning
pơjăm,"to belittle, insult ",22,22_angry_sad_insult_threaten
pơjăng,to resist ,-1,-1_to_be_of_and
pơjei,"to try to win, to have a contest ",-1,-1_to_be_of_and
"pơjek, pơgiĕk",to make someone hurry up,12,12_quickly_walking_go_walk
pơjrĕng,side by side,-1,-1_to_be_of_and
pơjing,"to make, create ",-1,-1_to_be_of_and
pơjĭ,"to hurt, make sick ",24,24_sick_tired_sleep_sickness
"pơjŏu, pơjâu",shaman ,-1,-1_to_be_of_and
pơjô,to ripen already picked fruit ,9,9_fruit_leaf_plant_leaves
pơjrot-pơjrot băl,to vie with one another,-1,-1_to_be_of_and
pơjuang,to speak indirectly (through figures) to get one's point across often in,10,10_think_speak_understand_tell
pơjuă,"to make subservient to, to insult",22,22_angry_sad_insult_threaten
pơjuăl,"to hinder, bother; to eat something bad and good at the same time",40,40_eat_eating_food_hungry
pơjuỡ,"to stamp on, to crush",2,2_hit_hand_carry_stick
pơ'jre,to cut straight carefully,49,49_cut_slices_into_straight
pơkao,flower,9,9_fruit_leaf_plant_leaves
pơkă,"to command, promise",-1,-1_to_be_of_and
pơkăl,to do forcefully,-1,-1_to_be_of_and
pơkăp,to make dogs fight each other,36,36_dog_hunting_prey_wild
pơkhuỡ,"to be proud, to show off",-1,-1_to_be_of_and
pơklaih,"literally to make to be finished with; to heal, to forgive",-1,-1_to_be_of_and
pơklăp,to force into one's mouth a handful of food; to curse,20,20_teeth_mouth_throat_lick
pơklep,"to stick to, glue on to",2,2_hit_hand_carry_stick
"pơkoh, mơkoh",to describe woman who is always doing bad things,-1,-1_to_be_of_and
pơkong,to marry,-1,-1_to_be_of_and
pơkỡp,to light a fire,4,4_fire_light_boil_kettle
pơkrê,to frighten,39,39_afraid_fearful_scary_frightened
pơkro,to dry fish or other items,21,21_fish_catch_net_poison
pơkuăng,to dress to prepare,7,7_clothes_head_cloth_wrinkled
pơla,"different, peculiar",-1,-1_to_be_of_and
pơlai,butterfly,27,27_bee_ant_insect_fly
pơlăp,to make to fit ,23,23_size_large_fit_wide
pơle ,small type of bamboo,15,15_bamboo_tube_xylophone_tall
pơleh,"to pick ferns, kernels of corn",-1,-1_to_be_of_and
pơlei,village,-1,-1_to_be_of_and
pơleng-jong,competition to see who can win a girl or a fellow,-1,-1_to_be_of_and
pơlêng,"""If he can't I could never.""",16,16_desire_want_do_strive
pơliĕm,to apologize for doing wrong make things right,0,0_praise_greet_oh_me
pơliĕng,to sort rice,6,6_rice_husked_cooked_grain
pơliĕo,some type of small bird with red comb,11,11_bird_birds_rooster_nest
pơloi,to try to tell a better story than someone else exaggerate,10,10_think_speak_understand_tell
pơlong,to try test,28,28_look_at_peek_test
pơlôch,to kill,25,25_died_ceremony_grave_sacrifice
pơlỡm,to fool betray,45,45_lie_accuse_fool_deceive
pơlui,to lie try to make believe falsehood,45,45_lie_accuse_fool_deceive
pơlung,to console encourage entice,0,0_praise_greet_oh_me
pơ'lỡng,to do well ,-1,-1_to_be_of_and
pỡm,to do work (quite generic),-1,-1_to_be_of_and
pơma,"to speak, talk ",-1,-1_to_be_of_and
pơn ,"to guess answer to a riddle, to draw lots",-1,-1_to_be_of_and
pơnah,bamboo split into parts,15,15_bamboo_tube_xylophone_tall
pơnai,stick used in stirring food ,2,2_hit_hand_carry_stick
pơnam,ambitious,28,28_look_at_peek_test
pơnan,a plant with long slender leaves used to make mats,9,9_fruit_leaf_plant_leaves
pơnăr,wing,-1,-1_to_be_of_and
pơnăt,tail of arrow,-1,-1_to_be_of_and
"pơnil, khei pơnil",full moon,-1,-1_to_be_of_and
pơnơi,fins of fish,21,21_fish_catch_net_poison
pơnung,wallowing hole,37,37_hole_plug_drill_sink
pơnung sik,to age wine,47,47_wine_jar_pour_great
ponŭ,"bunch, classifier of gia",0,0_praise_greet_oh_me
ponŭnh,burrs,-1,-1_to_be_of_and
pơ'nă gia,"just, only",5,5_more_nothing_completely_all
pơngach,to cool food ,42,42_cold_hot_cool_season
pơngă,"to be proud, fussy in what one wears",7,7_clothes_head_cloth_wrinkled
pơngeng,intently,-1,-1_to_be_of_and
"pơngĕl, kơngiĕl",of boil to throb be painful,4,4_fire_light_boil_kettle
pơngêh,to cause someone to think mistakenly,10,10_think_speak_understand_tell
