,Keys,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
1935,kruih,to designate taking or stealing something,55,55_pay_debt_restitution_give,"['pay', 'debt', 'restitution', 'give', 'back', 'addition', 'community', 'damages', 'collect', 'wages']","['to pay for by working', 'to pay back debt ', 'to pay fine, give back, make restitution, pay rent ']",pay - debt - restitution - give - back - addition - community - damages - collect - wages,1.0,False
1936,kruǐ kruǐ,noise of someone eating fruit,0,0_noise_sound_loud_crying,"['noise', 'sound', 'loud', 'crying', 'hitting', 'drum', 'something', 'falling', 'of', 'blowing']","['noise of person crying; noise of blowing on something ', 'sound, noise ', 'noise, sound']",noise - sound - loud - crying - hitting - drum - something - falling - of - blowing,0.2883492256717651,False
1937,krŭk krŭk,noise of adult or animal drinking,0,0_noise_sound_loud_crying,"['noise', 'sound', 'loud', 'crying', 'hitting', 'drum', 'something', 'falling', 'of', 'blowing']","['noise of person crying; noise of blowing on something ', 'sound, noise ', 'noise, sound']",noise - sound - loud - crying - hitting - drum - something - falling - of - blowing,0.5781612533500992,False
1938,krưh,expression used when one wants to give all his strength to something at one moment,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1939,krưp,"scary, frightening, out of the ordinary",-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1940,kuaih,"to dig up, scratch around for",-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1941,kuak,sound of tearing paper,0,0_noise_sound_loud_crying,"['noise', 'sound', 'loud', 'crying', 'hitting', 'drum', 'something', 'falling', 'of', 'blowing']","['noise of person crying; noise of blowing on something ', 'sound, noise ', 'noise, sound']",noise - sound - loud - crying - hitting - drum - something - falling - of - blowing,0.8839611921248011,False
1942,kual,"to wind up rope, to put away, to turn handle ",18,18_weaving_thread_rope_weave,"['weaving', 'thread', 'rope', 'weave', 'string', 'instrument', 'wire', 'used', 'cotton', 'sew']","['instrument used to keep thread close together in weaving', 'instrument used carry thread in weaving', 'an instrument used to keep thread in weaving even ']",weaving - thread - rope - weave - string - instrument - wire - used - cotton - sew,0.3540497841199327,False
1943,kuan ,"mandarin, official",65,65_bahnar_cheep_laotian_sedang,"['bahnar', 'cheep', 'laotian', 'sedang', 'chinese', 'lives', 'france', '15', '810000', 'american']","['Bahnar', 'Jarai---the large ethnic minority which lives near the Bahnar and shares to some extent culture and language features', 'the Bahnar who lives around the Kơdơ rice-growing 10 to 15 kilometers east of Pleiku 8-10,000 people']",bahnar - cheep - laotian - sedang - chinese - lives - france - 15 - 810000 - american,1.0,False
1944,kuang,inside part of leg,45,45_leg_joint_arm_calf,"['leg', 'joint', 'arm', 'calf', 'upper', 'bone', 'amputated', 'veins', 'buttocks', 'either']","['calf of leg', 'of arm, leg to sleep', 'leg']",leg - joint - arm - calf - upper - bone - amputated - veins - buttocks - either,1.0,False
1945,kuă,to not want to do,27,27_desire_want_eager_do,"['desire', 'want', 'eager', 'do', 'wish', 'wants', 'greedy', 'purpose', 'no', 'what']","['to want, desire', 'to want, desire ', 'to want, desire']",desire - want - eager - do - wish - wants - greedy - purpose - no - what,0.3331571246264503,False
1946,kuăl,of a dog to bark,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1947,kuăn,to hold firmly around the waist,87,87_carry_shoulder_carrying_hold,"['carry', 'shoulder', 'carrying', 'hold', 'on', 'back', 'warmth', 'shoulders', 'holster', 'rocking']","['to carry by pole on shoulder', 'to carry on back', 'to carry on the shoulder ']",carry - shoulder - carrying - hold - on - back - warmth - shoulders - holster - rocking,0.5378162428778812,False
1948,kuăng,"fast, quickly, to get up early",33,33_quickly_hurry_fast_wait,"['quickly', 'hurry', 'fast', 'wait', 'fluently', 'slowly', 'ambush', 'busy', 'speak', 'come']","['to do quickly ', 'fast, quickly ', 'quickly, fast']",quickly - hurry - fast - wait - fluently - slowly - ambush - busy - speak - come,0.7261277487058176,False
1949,kuăt,to remember well,11,11_think_forget_recognize_understand,"['think', 'forget', 'recognize', 'understand', 'mistakenly', 'test', 'guess', 'know', 'try', 'ask']","['to think mistakenly ', 'to suppose, think, think mistakenly', 'to think']",think - forget - recognize - understand - mistakenly - test - guess - know - try - ask,0.5296166126418191,False
1950,kue,lame,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1951,kueng,a section of the village,32,32_village_house_villages_intensification,"['village', 'house', 'villages', 'intensification', 'section', 'empty', 'area', 'large', 'old', 'indicate']","['to designate large village', 'large village', 'village']",village - house - villages - intensification - section - empty - area - large - old - indicate,0.7759537151576053,False
1952,kueng,corner of house,32,32_village_house_villages_intensification,"['village', 'house', 'villages', 'intensification', 'section', 'empty', 'area', 'large', 'old', 'indicate']","['to designate large village', 'large village', 'village']",village - house - villages - intensification - section - empty - area - large - old - indicate,0.9354256261229592,False
1953,kuer,to drill holes,37,37_hole_plug_drill_dam,"['hole', 'plug', 'drill', 'dam', 'sink', 'holes', 'round', 'earth', 'ground', 'fall']","['to plug a hole', 'hole in wall as rat hole', 'hole in ground']",hole - plug - drill - dam - sink - holes - round - earth - ground - fall,1.0,False
1954,kuĕk,"to dig out, twist out",-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1955,kuĕl,curve in road,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1956,kuĕnh,black type of monkey with long legs and arms,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1957,kuĕo,to hold fingers as promise or token not to lie,49,49_lie_fool_believe_me,"['lie', 'fool', 'believe', 'me', 'pardon', 'try', 'token', 'intent', 'crime', 'persuade']","['to lie', 'to lie', 'to lie, fool']",lie - fool - believe - me - pardon - try - token - intent - crime - persuade,0.9963548884594878,False
1958,kuễ,cinnamon,46,46_delicious_pepper_salt_bitter,"['delicious', 'pepper', 'salt', 'bitter', 'red', 'tea', 'sugar', 'bread', 'cinnamon', 'tasteless']","['delicious', 'red pepper', 'to salt, pepper']",delicious - pepper - salt - bitter - red - tea - sugar - bread - cinnamon - tasteless,0.9914991054221541,False
1959,kuh kuh,bark of dog,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1960,kuǐp,to describe the way a bird eats,1,1_bird_birds_wings_rooster,"['bird', 'birds', 'wings', 'rooster', 'duck', 'nest', 'hen', 'pigeon', 'chickens', 'describe']","['a type of bird', 'bird', 'bird']",bird - birds - wings - rooster - duck - nest - hen - pigeon - chickens - describe,0.8815654300178765,False
1961,kul,dark colors,19,19_black_white_skin_rainbow,"['black', 'white', 'skin', 'rainbow', 'ruddy', 'complexion', 'combination', 'pale', 'thread', 'color']","['very black, dirty black', 'black ', 'black']",black - white - skin - rainbow - ruddy - complexion - combination - pale - thread - color,0.9586796109213349,False
1962,"ladder, basically",ladder--basically the traditional ladder made of one wedged pole ,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1963,kung bơbe,ladder with rungs ,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1964,kung kuch,expression used in hide-and-go-seek to draw attention to your hiding place ,72,72_hidden_hide_sneak_hiding,"['hidden', 'hide', 'sneak', 'hiding', 'covered', 'scare', 'mask', 'spy', 'sputter', 'appearing']","['to be hidden', 'to be hidden', 'to be hidden']",hidden - hide - sneak - hiding - covered - scare - mask - spy - sputter - appearing,0.9678631446044266,False
1965,kuơch,"to beckon, call by hand, give signal by hand or head",90,90_hand_reach_hands_lines,"['hand', 'reach', 'hands', 'lines', 'beckon', 'knuckle', 'signal', 'divine', 'slap', 'handspan']","['to reach as with hand', 'hand', 'to beckon, call by hand, give signal by hand or head']",hand - reach - hands - lines - beckon - knuckle - signal - divine - slap - handspan,1.0,True
1966,kuơk,sound of cloth tearing ,0,0_noise_sound_loud_crying,"['noise', 'sound', 'loud', 'crying', 'hitting', 'drum', 'something', 'falling', 'of', 'blowing']","['noise of person crying; noise of blowing on something ', 'sound, noise ', 'noise, sound']",noise - sound - loud - crying - hitting - drum - something - falling - of - blowing,1.0,False
1967,kuỡl,"to be lost, people only",-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1968,kŭk,large rock,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1969,kŭp,to bow head,-1,-1_to_do_in_be,"['to', 'do', 'in', 'be', 'up', 'something', 'have', 'that', 'head', 'used']","['to do something to get it over with', 'to prevent from going by word of mouth; to accuse someone else for something you did', 'to do two things at the same time']",to - do - in - be - up - something - have - that - head - used,0.0,False
1970,Kŭr,"Khmer, Cambodians",65,65_bahnar_cheep_laotian_sedang,"['bahnar', 'cheep', 'laotian', 'sedang', 'chinese', 'lives', 'france', '15', '810000', 'american']","['Bahnar', 'Jarai---the large ethnic minority which lives near the Bahnar and shares to some extent culture and language features', 'the Bahnar who lives around the Kơdơ rice-growing 10 to 15 kilometers east of Pleiku 8-10,000 people']",bahnar - cheep - laotian - sedang - chinese - lives - france - 15 - 810000 - american,1.0,False
